MaBL,MaNV,MaLCB,MaPC,MaKT,MaGL,Thang,TongLuong,NgayTinhLuong,TrangThai,SoNgayLam
BL1110,NV010,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1111,NV011,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1112,NV012,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1113,NV013,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1114,NV014,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1115,NV015,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1116,NV016,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1117,NV017,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1118,NV018,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1119,NV019,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1120,NV020,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1121,NV021,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1122,NV022,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1123,NV023,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1124,NV024,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1125,NV025,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1126,NV026,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1127,NV027,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1128,NV028,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1129,NV029,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1130,NV030,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1131,NV031,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1132,NV032,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1133,NV033,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1134,NV034,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1135,NV035,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1136,NV036,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1137,NV037,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1138,NV038,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1139,NV039,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1140,NV040,LCB001,PC001,KT001,GL002,2026-12,10395000,2026-12-31,Đã Tính,26
BL1141,NV041,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1142,NV042,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1143,NV043,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1144,NV044,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1145,NV045,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1146,NV046,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1147,NV047,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1148,NV048,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1149,NV049,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1150,NV050,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1151,NV051,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1152,NV052,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1153,NV053,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1154,NV054,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1155,NV055,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1156,NV056,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1157,NV057,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1158,NV058,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1159,NV059,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1160,NV060,LCB002,PC001,KT002,GL002,2026-12,12696000,2026-12-31,Đã Tính,26
BL1161,NV061,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1162,NV062,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1163,NV063,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1164,NV064,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1165,NV065,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1166,NV066,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1167,NV067,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1168,NV068,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1169,NV069,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1170,NV070,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1171,NV071,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1172,NV072,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1173,NV073,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1174,NV074,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1175,NV075,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1176,NV076,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1177,NV077,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1178,NV078,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1179,NV079,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1180,NV080,LCB003,PC001,KT003,GL002,2026-12,16917375,2026-12-31,Đã Tính,26
BL1181,NV081,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1182,NV082,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1183,NV083,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1184,NV084,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1185,NV085,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1186,NV086,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1187,NV087,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1188,NV088,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1189,NV089,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1190,NV090,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1191,NV091,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1192,NV092,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1193,NV093,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1194,NV094,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1195,NV095,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1196,NV096,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1197,NV097,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1198,NV098,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1199,NV099,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
BL1200,NV100,LCB001,PC001,KT004,GL002,2026-12,11434500,2026-12-31,Đã Tính,26
